Token	POS-Tag	Sentence
,	PUNCT	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
nem	CCONJ	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
mesmo	ADV	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
pareceu	VERB	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
ter	VERB	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
idéia	NOUN	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
da	DET	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
dor	NOUN	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
das	DET	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
chicotadas	NOUN	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
;	PUNCT	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
mas	CCONJ	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
a	ADP	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
seus	DET	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
olhos	NOUN	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
só	ADV	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
e	CCONJ	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
incessante	ADJ	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
se	DET	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
Em	ADP	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
falta	NOUN	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
de	ADP	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
pundonor	NOUN	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
e	CCONJ	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
de	ADP	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
vergonha	NOUN	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
,	PUNCT	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
que	PRON	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
a	DET	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
escravidão	NOUN	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
não	ADV	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
comporta	VERB	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
,	PUNCT	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
o	DET	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
escravo	NOUN	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
tem	VERB	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
o	DET	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
rancor	NOUN	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
e	CCONJ	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
o	DET	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
desejo	NOUN	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
da	DET	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
vingança	NOUN	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
.	PUNCT	Em falta de pundonor e de vergonha, que a escravidão não comporta, o escravo tem o rancor e o desejo da vingança.
Nas	DET	Nas pontas do açoite está o emblema do rancor do escravo: às vezes há nas pontas do açoite marcas de sangue.
pontas	NOUN	Nas pontas do açoite está o emblema do rancor do escravo: às vezes há nas pontas do açoite marcas de sangue.
do	DET	Nas pontas do açoite está o emblema do rancor do escravo: às vezes há nas pontas do açoite marcas de sangue.
açoite	NOUN	Nas pontas do açoite está o emblema do rancor do escravo: às vezes há nas pontas do açoite marcas de sangue.
está	AUX	Nas pontas do açoite está o emblema do rancor do escravo: às vezes há nas pontas do açoite marcas de sangue.
o	DET	Nas pontas do açoite está o emblema do rancor do escravo: às vezes há nas pontas do açoite marcas de sangue.
emblema	NOUN	Nas pontas do açoite está o emblema do rancor do escravo: às vezes há nas pontas do açoite marcas de sangue.
do	DET	Nas pontas do açoite está o emblema do rancor do escravo: às vezes há nas pontas do açoite marcas de sangue.
rancor	NOUN	Nas pontas do açoite está o emblema do rancor do escravo: às vezes há nas pontas do açoite marcas de sangue.
do	DET	Nas pontas do açoite está o emblema do rancor do escravo: às vezes há nas pontas do açoite marcas de sangue.
escravo	NOUN	Nas pontas do açoite está o emblema do rancor do escravo: às vezes há nas pontas do açoite marcas de sangue.
:	PUNCT	Nas pontas do açoite está o emblema do rancor do escravo: às vezes há nas pontas do açoite marcas de sangue.
às	DET	Nas pontas do açoite está o emblema do rancor do escravo: às vezes há nas pontas do açoite marcas de sangue.
vezes	NOUN	Nas pontas do açoite está o emblema do rancor do escravo: às vezes há nas pontas do açoite marcas de sangue.
há	VERB	Nas pontas do açoite está o emblema do rancor do escravo: às vezes há nas pontas do açoite marcas de sangue.
nas	DET	Nas pontas do açoite está o emblema do rancor do escravo: às vezes há nas pontas do açoite marcas de sangue.
pontas	NOUN	Nas pontas do açoite está o emblema do rancor do escravo: às vezes há nas pontas do açoite marcas de sangue.
do	DET	Nas pontas do açoite está o emblema do rancor do escravo: às vezes há nas pontas do açoite marcas de sangue.
açoite	NOUN	Nas pontas do açoite está o emblema do rancor do escravo: às vezes há nas pontas do açoite marcas de sangue.
marcas	NOUN	Nas pontas do açoite está o emblema do rancor do escravo: às vezes há nas pontas do açoite marcas de sangue.
de	ADP	Nas pontas do açoite está o emblema do rancor do escravo: às vezes há nas pontas do açoite marcas de sangue.
sangue	NOUN	Nas pontas do açoite está o emblema do rancor do escravo: às vezes há nas pontas do açoite marcas de sangue.
.	PUNCT	Nas pontas do açoite está o emblema do rancor do escravo: às vezes há nas pontas do açoite marcas de sangue.
Tudo	PRON	Tudo isto é repugnante, é repulsivo, é horrível; mas tudo isto se acha intimamente ligado com a escravidão, e absolutamente inseparável dela.
isto	PRON	Tudo isto é repugnante, é repulsivo, é horrível; mas tudo isto se acha intimamente ligado com a escravidão, e absolutamente inseparável dela.
é	AUX	Tudo isto é repugnante, é repulsivo, é horrível; mas tudo isto se acha intimamente ligado com a escravidão, e absolutamente inseparável dela.
repugnante	ADJ	Tudo isto é repugnante, é repulsivo, é horrível; mas tudo isto se acha intimamente ligado com a escravidão, e absolutamente inseparável dela.
,	PUNCT	Tudo isto é repugnante, é repulsivo, é horrível; mas tudo isto se acha intimamente ligado com a escravidão, e absolutamente inseparável dela.
é	AUX	Tudo isto é repugnante, é repulsivo, é horrível; mas tudo isto se acha intimamente ligado com a escravidão, e absolutamente inseparável dela.
repulsivo	ADJ	Tudo isto é repugnante, é repulsivo, é horrível; mas tudo isto se acha intimamente ligado com a escravidão, e absolutamente inseparável dela.
,	PUNCT	Tudo isto é repugnante, é repulsivo, é horrível; mas tudo isto se acha intimamente ligado com a escravidão, e absolutamente inseparável dela.
é	AUX	Tudo isto é repugnante, é repulsivo, é horrível; mas tudo isto se acha intimamente ligado com a escravidão, e absolutamente inseparável dela.
horrível	ADJ	Tudo isto é repugnante, é repulsivo, é horrível; mas tudo isto se acha intimamente ligado com a escravidão, e absolutamente inseparável dela.
;	PUNCT	Tudo isto é repugnante, é repulsivo, é horrível; mas tudo isto se acha intimamente ligado com a escravidão, e absolutamente inseparável dela.
mas	CCONJ	Tudo isto é repugnante, é repulsivo, é horrível; mas tudo isto se acha intimamente ligado com a escravidão, e absolutamente inseparável dela.
tudo	PRON	Tudo isto é repugnante, é repulsivo, é horrível; mas tudo isto se acha intimamente ligado com a escravidão, e absolutamente inseparável dela.
isto	PRON	Tudo isto é repugnante, é repulsivo, é horrível; mas tudo isto se acha intimamente ligado com a escravidão, e absolutamente inseparável dela.
se	PRON	Tudo isto é repugnante, é repulsivo, é horrível; mas tudo isto se acha intimamente ligado com a escravidão, e absolutamente inseparável dela.
acha	VERB	Tudo isto é repugnante, é repulsivo, é horrível; mas tudo isto se acha intimamente ligado com a escravidão, e absolutamente inseparável dela.
intimamente	ADV	Tudo isto é repugnante, é repulsivo, é horrível; mas tudo isto se acha intimamente ligado com a escravidão, e absolutamente inseparável dela.
ligado	VERB	Tudo isto é repugnante, é repulsivo, é horrível; mas tudo isto se acha intimamente ligado com a escravidão, e absolutamente inseparável dela.
com	ADP	Tudo isto é repugnante, é repulsivo, é horrível; mas tudo isto se acha intimamente ligado com a escravidão, e absolutamente inseparável dela.
a	DET	Tudo isto é repugnante, é repulsivo, é horrível; mas tudo isto se acha intimamente ligado com a escravidão, e absolutamente inseparável dela.
escravidão	NOUN	Tudo isto é repugnante, é repulsivo, é horrível; mas tudo isto se acha intimamente ligado com a escravidão, e absolutamente inseparável dela.
,	PUNCT	Tudo isto é repugnante, é repulsivo, é horrível; mas tudo isto se acha intimamente ligado com a escravidão, e absolutamente inseparável dela.
e	CCONJ	Tudo isto é repugnante, é repulsivo, é horrível; mas tudo isto se acha intimamente ligado com a escravidão, e absolutamente inseparável dela.
absolutamente	ADV	Tudo isto é repugnante, é repulsivo, é horrível; mas tudo isto se acha intimamente ligado com a escravidão, e absolutamente inseparável dela.
inseparável	ADJ	Tudo isto é repugnante, é repulsivo, é horrível; mas tudo isto se acha intimamente ligado com a escravidão, e absolutamente inseparável dela.
dela	PRON	Tudo isto é repugnante, é repulsivo, é horrível; mas tudo isto se acha intimamente ligado com a escravidão, e absolutamente inseparável dela.
.	PUNCT	Tudo isto é repugnante, é repulsivo, é horrível; mas tudo isto se acha intimamente ligado com a escravidão, e absolutamente inseparável dela.
Onde	ADV	Onde há escravos é força que haja açoite.
há	VERB	Onde há escravos é força que haja açoite.
escravos	NOUN	Onde há escravos é força que haja açoite.
é	AUX	Onde há escravos é força que haja açoite.
força	NOUN	Onde há escravos é força que haja açoite.
que	SCONJ	Onde há escravos é força que haja açoite.
haja	VERB	Onde há escravos é força que haja açoite.
açoite	NOUN	Onde há escravos é força que haja açoite.
.	PUNCT	Onde há escravos é força que haja açoite.
Onde	ADV	Onde há açoite é força que haja ódio.
há	VERB	Onde há açoite é força que haja ódio.
açoite	NOUN	Onde há açoite é força que haja ódio.
é	AUX	Onde há açoite é força que haja ódio.
força	NOUN	Onde há açoite é força que haja ódio.
que	SCONJ	Onde há açoite é força que haja ódio.
haja	VERB	Onde há açoite é força que haja ódio.
ódio	NOUN	Onde há açoite é força que haja ódio.
.	PUNCT	Onde há açoite é força que haja ódio.
Onde	ADV	Onde há ódio é fácil haver vingança e crimes.
há	VERB	Onde há ódio é fácil haver vingança e crimes.
ódio	NOUN	Onde há ódio é fácil haver vingança e crimes.
é	AUX	Onde há ódio é fácil haver vingança e crimes.
fácil	ADJ	Onde há ódio é fácil haver vingança e crimes.
haver	VERB	Onde há ódio é fácil haver vingança e crimes.
vingança	NOUN	Onde há ódio é fácil haver vingança e crimes.
e	CCONJ	Onde há ódio é fácil haver vingança e crimes.
crimes	NOUN	Onde há ódio é fácil haver vingança e crimes.
.	PUNCT	Onde há ódio é fácil haver vingança e crimes.
Simeão	PROPN	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
odiava	VERB	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
pois	SCONJ	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
seus	DET	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
senhores	NOUN	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
,	PUNCT	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
a	ADP	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
quem	PRON	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
devia	VERB	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
os	DET	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
cuidados	NOUN	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
zelosos	ADJ	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
de	ADP	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
sua	DET	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
infância	NOUN	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
,	PUNCT	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
amizade	NOUN	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
e	CCONJ	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
proteção	NOUN	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
,	PUNCT	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
e	CCONJ	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
cegas	ADJ	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
condescendências	NOUN	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
que	PRON	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
tanto	ADV	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
lhe	PRON	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
haviam	AUX	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
suavizado	VERB	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
a	DET	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
vida	NOUN	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
de	ADP	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
escravo	NOUN	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
sem	ADP	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
sofrimentos	NOUN	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
de	ADP	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
escravo	NOUN	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
.	PUNCT	Simeão odiava pois seus senhores, a quem devia os cuidados zelosos de sua infância, amizade e proteção, e cegas condescendências que tanto lhe haviam suavizado a vida de escravo sem sofrimentos de escravo.
Simeão	PROPN	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
odiava	VERB	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
o	DET	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
senhor	NOUN	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
,	PUNCT	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
que	PRON	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
o	DET	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
