Token	Sentença
durante	Domingos Caetano e Angélica fatigaram-se de duvidar, e cederam à evidência, reconhecendo que Simeão lhes furtava dinheiro e objetos de valor; mas em vez de castigá-lo com severidade, fracos ainda, quiseram ver no crime apenas uma extravagância da mocidade, e limitaram-se a re­preender com aspereza, e a impedir durante algumas semanas as saídas de Simeão.
algumas	Domingos Caetano e Angélica fatigaram-se de duvidar, e cederam à evidência, reconhecendo que Simeão lhes furtava dinheiro e objetos de valor; mas em vez de castigá-lo com severidade, fracos ainda, quiseram ver no crime apenas uma extravagância da mocidade, e limitaram-se a re­preender com aspereza, e a impedir durante algumas semanas as saídas de Simeão.
semanas	Domingos Caetano e Angélica fatigaram-se de duvidar, e cederam à evidência, reconhecendo que Simeão lhes furtava dinheiro e objetos de valor; mas em vez de castigá-lo com severidade, fracos ainda, quiseram ver no crime apenas uma extravagância da mocidade, e limitaram-se a re­preender com aspereza, e a impedir durante algumas semanas as saídas de Simeão.
as	Domingos Caetano e Angélica fatigaram-se de duvidar, e cederam à evidência, reconhecendo que Simeão lhes furtava dinheiro e objetos de valor; mas em vez de castigá-lo com severidade, fracos ainda, quiseram ver no crime apenas uma extravagância da mocidade, e limitaram-se a re­preender com aspereza, e a impedir durante algumas semanas as saídas de Simeão.
saídas	Domingos Caetano e Angélica fatigaram-se de duvidar, e cederam à evidência, reconhecendo que Simeão lhes furtava dinheiro e objetos de valor; mas em vez de castigá-lo com severidade, fracos ainda, quiseram ver no crime apenas uma extravagância da mocidade, e limitaram-se a re­preender com aspereza, e a impedir durante algumas semanas as saídas de Simeão.
de	Domingos Caetano e Angélica fatigaram-se de duvidar, e cederam à evidência, reconhecendo que Simeão lhes furtava dinheiro e objetos de valor; mas em vez de castigá-lo com severidade, fracos ainda, quiseram ver no crime apenas uma extravagância da mocidade, e limitaram-se a re­preender com aspereza, e a impedir durante algumas semanas as saídas de Simeão.
Sim	Domingos Caetano e Angélica fatigaram-se de duvidar, e cederam à evidência, reconhecendo que Simeão lhes furtava dinheiro e objetos de valor; mas em vez de castigá-lo com severidade, fracos ainda, quiseram ver no crime apenas uma extravagância da mocidade, e limitaram-se a re­preender com aspereza, e a impedir durante algumas semanas as saídas de Simeão.
##e	Domingos Caetano e Angélica fatigaram-se de duvidar, e cederam à evidência, reconhecendo que Simeão lhes furtava dinheiro e objetos de valor; mas em vez de castigá-lo com severidade, fracos ainda, quiseram ver no crime apenas uma extravagância da mocidade, e limitaram-se a re­preender com aspereza, e a impedir durante algumas semanas as saídas de Simeão.
##ão	Domingos Caetano e Angélica fatigaram-se de duvidar, e cederam à evidência, reconhecendo que Simeão lhes furtava dinheiro e objetos de valor; mas em vez de castigá-lo com severidade, fracos ainda, quiseram ver no crime apenas uma extravagância da mocidade, e limitaram-se a re­preender com aspereza, e a impedir durante algumas semanas as saídas de Simeão.
.	Domingos Caetano e Angélica fatigaram-se de duvidar, e cederam à evidência, reconhecendo que Simeão lhes furtava dinheiro e objetos de valor; mas em vez de castigá-lo com severidade, fracos ainda, quiseram ver no crime apenas uma extravagância da mocidade, e limitaram-se a re­preender com aspereza, e a impedir durante algumas semanas as saídas de Simeão.
[SEP]	Domingos Caetano e Angélica fatigaram-se de duvidar, e cederam à evidência, reconhecendo que Simeão lhes furtava dinheiro e objetos de valor; mas em vez de castigá-lo com severidade, fracos ainda, quiseram ver no crime apenas uma extravagância da mocidade, e limitaram-se a re­preender com aspereza, e a impedir durante algumas semanas as saídas de Simeão.
[CLS]	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
A	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
insuficiência	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
do	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
cas	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
##tigo	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
serviu	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
somente	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
para	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
irri	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
##tar	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
o	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
criou	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
##lo	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
que	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
,	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
ress	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
##ent	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
##ido	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
da	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
priva	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
##ção	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
de	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
seus	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
prazer	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
##es	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
,	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
mal	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
##dis	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
##se	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
dos	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
senhores	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
na	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
cozinha	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
,	A insuficiência do castigo serviu somente para irritar o crioulo que, res­sentido da privação de seus prazeres, maldisse dos senhores na cozinha, recrudescendo-lhe a raiva com as zombarias e as provocações dos par­ceiros.
